date,ticker,open,high,low,close,volume,daily_return
2023-12-08 05:00:00,AAPL,194.2,195.99,193.67,195.71,53406358.0,0.007412364235342528
2023-12-11 05:00:00,AAPL,193.11,193.49,191.42,193.18,60943699.0,-0.012927290378621392
2023-12-12 05:00:00,AAPL,193.08,194.72,191.721,194.71,52696900.0,0.007920074541878153
2023-12-13 05:00:00,AAPL,195.09,198.0,194.85,197.96,70404183.0,0.016691489908068347
2023-12-14 05:00:00,AAPL,198.02,199.62,196.16,198.11,66831572.0,0.0007577288341078514
2023-12-15 05:00:00,AAPL,197.53,198.3999,197.0,197.57,128538401.0,-0.0027257584170411464
2023-12-18 05:00:00,AAPL,196.09,196.63,194.39,195.89,55751861.0,-0.008503315280660062
2023-12-19 05:00:00,AAPL,196.16,196.95,195.89,196.94,40714051.0,0.005360151105212152
2023-12-20 05:00:00,AAPL,196.9,197.68,194.83,194.83,52242815.0,-0.010713923022240168
2023-12-21 05:00:00,AAPL,196.1,197.08,193.5,194.68,46482549.0,-0.0007699019658163886
2023-12-22 05:00:00,AAPL,195.18,195.41,192.97,193.6,37149570.0,-0.005547565235257901
2023-12-26 05:00:00,AAPL,193.61,193.89,192.83,193.05,28919310.0,-0.0028409090909089496
2023-12-27 05:00:00,AAPL,192.49,193.5,191.09,193.15,48087681.0,0.0005180005180005498
2023-12-28 05:00:00,AAPL,194.14,194.66,193.17,193.58,34049898.0,0.0022262490292519477
2023-12-29 05:00:00,AAPL,193.9,194.4,191.725,192.53,42672148.0,-0.00542411406137
2024-01-02 05:00:00,AAPL,187.15,188.44,183.885,185.64,82488674.0,-0.0357866306549629
2024-01-03 05:00:00,AAPL,184.22,185.88,183.43,184.25,58414460.0,-0.007487610428786873
2024-01-04 05:00:00,AAPL,182.15,183.0872,180.88,181.91,71983570.0,-0.012700135685210334
2024-01-05 05:00:00,AAPL,181.99,182.76,180.17,181.18,62379661.0,-0.004012973448408452
2024-01-08 05:00:00,AAPL,182.085,185.6,181.5,185.56,59144470.0,0.024174853736615542
2024-01-09 05:00:00,AAPL,183.92,185.15,182.73,185.14,42841809.0,-0.0022634188402673727
2024-01-10 05:00:00,AAPL,184.35,186.4,183.92,186.19,46792908.0,0.005671383817651643
2024-01-11 05:00:00,AAPL,186.54,187.05,183.62,185.59,49128408.0,-0.0032225146355873147
2024-01-12 05:00:00,AAPL,186.06,186.74,185.19,185.92,40477782.0,0.0017781130448837335
2024-01-16 05:00:00,AAPL,182.16,184.26,180.934,183.63,65603041.0,-0.012317125645438853
2024-01-17 05:00:00,AAPL,181.27,182.93,180.3,182.68,47317433.0,-0.005173446604585297
2024-01-18 05:00:00,AAPL,186.09,189.14,185.83,188.63,78005754.0,0.03257061528355587
2024-01-19 05:00:00,AAPL,189.33,191.95,188.82,191.56,68902985.0,0.015533054127127244
2024-01-22 05:00:00,AAPL,192.3,195.33,192.26,193.89,60133852.0,0.012163290874921628
2024-01-23 05:00:00,AAPL,195.02,195.75,193.8299,195.18,42355590.0,0.006653257001392632
2024-01-24 05:00:00,AAPL,195.42,196.38,194.34,194.5,53631316.0,-0.003483963520852562
2024-01-25 05:00:00,AAPL,195.22,196.2675,193.1125,194.17,54822126.0,-0.0016966580976864876
2024-01-26 05:00:00,AAPL,194.27,194.76,191.94,192.42,44594011.0,-0.009012720811659936
2024-01-29 05:00:00,AAPL,192.01,192.2,189.58,191.73,47145622.0,-0.003585905830994718
2024-01-30 05:00:00,AAPL,190.94,191.8,187.47,188.04,55859370.0,-0.019245814426537278
2024-01-31 05:00:00,AAPL,187.04,187.095,184.35,184.4,55467803.0,-0.019357583492873753
2024-02-01 05:00:00,AAPL,183.985,186.95,183.82,186.86,64885408.0,0.013340563991323329
2024-02-02 05:00:00,AAPL,179.86,187.33,179.25,185.85,102551680.0,-0.005405116129722942
2024-02-05 05:00:00,AAPL,188.15,189.25,185.84,187.68,69668820.0,0.00984665052461664
2024-02-06 05:00:00,AAPL,186.86,189.31,186.7695,189.3,43490759.0,0.008631713554987153
2024-02-07 05:00:00,AAPL,190.64,191.05,188.61,189.41,53438955.0,0.0005810882197569978
2024-02-08 05:00:00,AAPL,189.385,189.535,187.35,188.32,40962046.0,-0.005754712000422435
2024-02-09 05:00:00,AAPL,188.65,189.99,188.0,188.85,45155216.0,0.0028143585386575243
2024-02-12 05:00:00,AAPL,188.415,188.67,186.79,187.15,41781934.0,-0.009001853322742837
2024-02-13 05:00:00,AAPL,185.77,186.21,183.5128,185.04,56529529.0,-0.011274378840502308
2024-02-14 05:00:00,AAPL,185.32,185.53,182.44,184.15,54630517.0,-0.00480977086035439
2024-02-15 05:00:00,AAPL,183.55,184.49,181.35,183.86,65434496.0,-0.0015748031496062298
2024-02-16 05:00:00,AAPL,183.42,184.85,181.665,182.31,49752465.0,-0.008430327423039286
2024-02-20 05:00:00,AAPL,181.79,182.43,180.0,181.56,53665553.0,-0.004113871976304084
2024-02-21 05:00:00,AAPL,181.94,182.8888,180.66,182.32,41529674.0,0.004185944040537404
2024-02-22 05:00:00,AAPL,183.48,184.955,182.46,184.37,52292208.0,0.011243966652040527
2024-02-23 05:00:00,AAPL,185.01,185.04,182.23,182.52,45119677.0,-0.010034170418180777
2024-02-26 05:00:00,AAPL,182.24,182.76,180.65,181.16,40867421.0,-0.007451238220469114
2024-02-27 05:00:00,AAPL,181.1,183.9225,179.56,182.63,54318851.0,0.008114374034003058
2024-02-28 05:00:00,AAPL,182.51,183.12,180.13,181.42,48953939.0,-0.006625417510814247
2024-02-29 05:00:00,AAPL,181.27,182.57,179.53,180.75,136682597.0,-0.0036930878624186203
2024-03-01 05:00:00,AAPL,179.55,180.53,177.38,179.66,73563082.0,-0.006030428769018048
2024-03-04 05:00:00,AAPL,176.15,176.9,173.79,175.1,81510101.0,-0.025381275743070253
2024-03-05 05:00:00,AAPL,170.76,172.04,169.62,170.12,95132355.0,-0.02844089091947455
2024-03-06 05:00:00,AAPL,171.06,171.24,168.68,169.12,68587707.0,-0.005878203620973466
2024-03-07 05:00:00,AAPL,169.15,170.73,168.49,169.0,71765061.0,-0.0007095553453169146
2024-03-08 05:00:00,AAPL,169.0,173.7,168.94,170.73,76267041.0,0.010236686390532546
2024-03-11 04:00:00,AAPL,172.94,174.38,172.05,172.75,60139473.0,0.01183154688689747
2024-03-12 04:00:00,AAPL,173.15,174.03,171.01,173.23,59825372.0,0.002778581765557009
2024-03-13 04:00:00,AAPL,172.77,173.185,170.76,171.13,52488692.0,-0.01212261155688965
2024-03-14 04:00:00,AAPL,172.91,174.3078,172.05,173.0,72913507.0,0.010927365160988689
2024-03-15 04:00:00,AAPL,171.17,172.62,170.285,172.62,121752699.0,-0.0021965317919074856
2024-03-18 04:00:00,AAPL,175.57,177.71,173.52,173.72,75604184.0,0.006372378635152387
2024-03-19 04:00:00,AAPL,174.34,176.605,173.03,176.08,55215244.0,0.01358507943817644
2024-03-20 04:00:00,AAPL,175.72,178.67,175.09,178.67,53423102.0,0.014709223080417777
2024-03-21 04:00:00,AAPL,177.05,177.49,170.84,171.37,106181270.0,-0.04085744668942737
2024-03-22 04:00:00,AAPL,171.76,173.05,170.06,172.28,71160138.0,0.005310147633774909
2024-03-25 04:00:00,AAPL,170.565,171.94,169.45,170.85,54288328.0,-0.008300441142326531
2024-03-26 04:00:00,AAPL,170.0,171.42,169.58,169.71,57388449.0,-0.00667251975417027
2024-03-27 04:00:00,AAPL,170.41,173.6,170.11,173.31,60273265.0,0.02121265688527485
2024-03-28 04:00:00,AAPL,171.75,172.23,170.51,171.48,65672690.0,-0.010559113726847924
2024-04-01 04:00:00,AAPL,171.19,171.25,169.475,170.03,46240500.0,-0.008455796594354914
2024-04-02 04:00:00,AAPL,169.08,169.34,168.2302,168.84,49329481.0,-0.0069987649238369976
2024-04-03 04:00:00,AAPL,168.79,170.68,168.58,169.65,47691715.0,0.00479744136460547
2024-04-04 04:00:00,AAPL,170.29,171.92,168.82,168.82,53704386.0,-0.004892425582080806
2024-04-05 04:00:00,AAPL,169.59,170.39,168.95,169.58,42104826.0,0.004501836275322857
2024-04-08 04:00:00,AAPL,169.03,169.2,168.24,168.45,37425513.0,-0.006663521641703141
2024-04-09 04:00:00,AAPL,168.7,170.08,168.35,169.67,42451209.0,0.007242505194419602
2024-04-10 04:00:00,AAPL,168.8,169.09,167.11,167.78,49709336.0,-0.011139270348323183
2024-04-11 04:00:00,AAPL,168.34,175.46,168.16,175.04,91070275.0,0.04327095005364168
2024-04-12 04:00:00,AAPL,174.26,178.36,174.21,176.55,101670886.0,0.008626599634369292
2024-04-15 04:00:00,AAPL,175.36,176.63,172.5,172.69,73531773.0,-0.02186349476069105
2024-04-16 04:00:00,AAPL,171.75,173.76,168.27,169.38,73711235.0,-0.01916729399502004
2024-04-17 04:00:00,AAPL,169.61,170.65,168.0,168.0,50901210.0,-0.008147360963513983
2024-04-18 04:00:00,AAPL,168.03,168.64,166.55,167.04,43122903.0,-0.005714285714285783
2024-04-19 04:00:00,AAPL,166.21,166.4,164.075,165.0,68149377.0,-0.012212643678160884
2024-04-22 04:00:00,AAPL,165.515,167.26,164.77,165.84,48116443.0,0.005090909090909035
2024-04-23 04:00:00,AAPL,165.35,167.05,164.92,166.9,49537761.0,0.006391702846116676
2024-04-24 04:00:00,AAPL,166.54,169.3,166.21,169.02,48251835.0,0.012702216896345098
2024-04-25 04:00:00,AAPL,169.525,170.61,168.1511,169.89,50558329.0,0.0051473198438052314
2024-04-26 04:00:00,AAPL,169.88,171.34,169.18,169.3,44838354.0,-0.003472835364058957
2024-04-29 04:00:00,AAPL,173.37,176.03,173.1,173.5,68169419.0,0.024808033077377445
2024-04-30 04:00:00,AAPL,173.33,174.99,170.0,170.33,65934776.0,-0.0182708933717578
2024-05-01 04:00:00,AAPL,169.58,172.705,169.11,169.3,50383147.0,-0.006047085070157943
2024-05-02 04:00:00,AAPL,172.51,173.415,170.89,173.03,94214915.0,0.022031896042528087
2024-05-03 04:00:00,AAPL,186.645,187.0,182.66,183.38,163224109.0,0.05981621684101013
2024-05-06 04:00:00,AAPL,182.354,184.2,180.42,181.71,78569667.0,-0.009106772821463549
2024-05-07 04:00:00,AAPL,183.45,184.9,181.32,182.4,77305771.0,0.0037972593693247347
2024-05-08 04:00:00,AAPL,182.85,183.07,181.45,182.74,45057087.0,0.0018640350877192624
2024-05-09 04:00:00,AAPL,182.56,184.66,182.11,184.57,48982972.0,0.010014227864725722
2024-05-10 04:00:00,AAPL,184.9,185.09,182.13,183.05,50759496.0,-0.008235357858806913
2024-05-13 04:00:00,AAPL,185.435,187.1,184.62,186.28,72044809.0,0.017645452062277966
2024-05-14 04:00:00,AAPL,187.51,188.3,186.29,187.43,52393619.0,0.006173502254670504
2024-05-15 04:00:00,AAPL,187.91,190.65,187.37,189.72,70399988.0,0.012217894680680796
2024-05-16 04:00:00,AAPL,190.47,191.095,189.6601,189.84,52845230.0,0.0006325110689437974
2024-05-17 04:00:00,AAPL,189.51,190.81,189.18,189.87,41282925.0,0.00015802781289497858
2024-05-20 04:00:00,AAPL,189.325,191.9199,189.01,191.04,44361275.0,0.006162110917996566
2024-05-21 04:00:00,AAPL,191.09,192.73,190.9201,192.35,42309401.0,0.006857202680067065
2024-05-22 04:00:00,AAPL,192.265,192.8231,190.27,190.9,34648547.0,-0.007538341564855666
2024-05-23 04:00:00,AAPL,190.98,191.0,186.625,186.88,51005924.0,-0.021058145625982294
2024-05-24 04:00:00,AAPL,188.82,190.58,188.0404,189.98,36326975.0,0.016588184931506822
2024-05-28 04:00:00,AAPL,191.51,193.0,189.1,189.99,52280051.0,5.263711969694107e-05
2024-05-29 04:00:00,AAPL,189.61,192.247,189.51,190.29,53068016.0,0.001579030475288068
2024-05-30 04:00:00,AAPL,190.76,192.18,190.63,191.29,49947941.0,0.0052551368963160705
2024-05-31 04:00:00,AAPL,191.44,192.57,189.91,192.25,75158277.0,0.005018558210047708
2024-06-03 04:00:00,AAPL,192.9,194.99,192.52,194.03,50080539.0,0.009258777633289972
2024-06-04 04:00:00,AAPL,194.635,195.32,193.0342,194.35,47471445.0,0.0016492295005927637
2024-06-05 04:00:00,AAPL,195.4,196.9,194.87,195.87,54156785.0,0.007820941600205966
2024-06-06 04:00:00,AAPL,195.685,196.5,194.17,194.48,41181753.0,-0.0070965436258744186
2024-06-07 04:00:00,AAPL,194.65,196.94,194.14,196.89,53103912.0,0.012392019744960958
2024-06-10 04:00:00,AAPL,196.9,197.3,192.15,193.12,97262077.0,-0.019147747473208354
2024-06-11 04:00:00,AAPL,193.65,207.16,193.63,207.15,172373296.0,0.07264913007456508
2024-06-12 04:00:00,AAPL,207.37,220.2,206.9,213.07,198134293.0,0.028578324885348616
2024-06-13 04:00:00,AAPL,214.74,216.75,211.6,214.24,97862729.0,0.005491153142159977
2024-06-14 04:00:00,AAPL,213.85,215.17,211.3,212.49,70122748.0,-0.008168409260642218
2024-06-17 04:00:00,AAPL,213.37,218.95,212.72,216.67,93728300.0,0.019671513953597675
2024-06-18 04:00:00,AAPL,217.59,218.63,213.0,214.29,79943254.0,-0.010984446393132341
2024-06-20 04:00:00,AAPL,213.93,214.24,208.85,209.68,86172451.0,-0.02151290307527176
2024-06-21 04:00:00,AAPL,210.39,211.89,207.11,207.49,246421353.0,-0.010444486837085099
2024-06-24 04:00:00,AAPL,207.72,212.7,206.59,208.14,80727006.0,0.0031326810930645266
2024-06-25 04:00:00,AAPL,209.15,211.38,208.61,209.07,56713868.0,0.004468146439896348
2024-06-26 04:00:00,AAPL,211.5,214.86,210.64,213.25,66213186.0,0.019993303678193852
2024-06-27 04:00:00,AAPL,214.69,215.7395,212.35,214.1,49772707.0,0.00398593200468933
2024-06-28 04:00:00,AAPL,215.77,216.07,210.3,210.62,82542718.0,-0.01625408687529184
2024-07-01 04:00:00,AAPL,212.09,217.51,211.92,216.75,60402929.0,0.02910454847592825
2024-07-02 04:00:00,AAPL,216.15,220.38,215.1,220.27,58046178.0,0.016239907727797043
2024-07-03 04:00:00,AAPL,220.0,221.55,219.03,221.55,37369801.0,0.0058110500749080085
2024-07-05 04:00:00,AAPL,221.65,226.45,221.65,226.34,60412408.0,0.02162040171518842
2024-07-08 04:00:00,AAPL,227.09,227.85,223.25,227.82,59085861.0,0.006538835380401231
2024-07-09 04:00:00,AAPL,227.93,229.4,226.3721,228.68,48169822.0,0.0037749100166799554
2024-07-10 04:00:00,AAPL,229.3,233.08,229.25,232.98,62627687.0,0.01880356830505492
2024-07-11 04:00:00,AAPL,231.39,232.39,225.77,227.57,64710617.0,-0.02322087732852607
2024-07-12 04:00:00,AAPL,228.92,232.64,228.68,230.54,53046527.0,0.01305092938436525
2024-07-15 04:00:00,AAPL,236.48,237.23,233.09,234.4,62631252.0,0.016743298343020685
2024-07-16 04:00:00,AAPL,235.0,236.27,232.33,234.82,43234278.0,0.0017918088737201021
2024-07-17 04:00:00,AAPL,229.45,231.4599,226.64,228.88,57345884.0,-0.025295971382335414
2024-07-18 04:00:00,AAPL,230.28,230.44,222.27,224.18,66034585.0,-0.020534778049632996
2024-07-19 04:00:00,AAPL,224.82,226.8,223.275,224.31,49151453.0,0.0005798911588901223
2024-07-22 04:00:00,AAPL,227.01,227.78,223.09,223.96,48201835.0,-0.001560340600062382
2024-07-23 04:00:00,AAPL,224.365,226.94,222.68,225.01,39960260.0,0.004688337203071935
2024-07-24 04:00:00,AAPL,224.0,224.8,217.13,218.54,61777576.0,-0.028754277587662802
2024-07-25 04:00:00,AAPL,218.93,220.85,214.62,217.49,51391199.0,-0.004804612427930732
2024-07-26 04:00:00,AAPL,218.7,219.49,216.01,217.96,41601345.0,0.002161018897420597
2024-07-29 04:00:00,AAPL,216.96,219.3,215.75,218.24,36311778.0,0.0012846393833731984
2024-07-30 04:00:00,AAPL,219.19,220.325,216.12,218.8,41643840.0,0.002565982404692191
2024-07-31 04:00:00,AAPL,221.44,223.82,220.63,222.08,50036262.0,0.014990859232175469
2024-08-01 04:00:00,AAPL,224.37,224.48,217.02,218.36,62500996.0,-0.016750720461095048
2024-08-02 04:00:00,AAPL,219.15,225.6,217.71,219.86,105568560.0,0.006869389998168218
2024-08-05 04:00:00,AAPL,199.09,213.5,196.0,209.27,119548589.0,-0.0481670153734195
2024-08-06 04:00:00,AAPL,205.3,209.99,201.07,207.23,69660488.0,-0.009748172217709294
2024-08-07 04:00:00,AAPL,206.9,213.64,206.39,209.82,63516417.0,0.01249819041644562
2024-08-08 04:00:00,AAPL,213.11,214.2,208.83,213.31,47161149.0,0.016633304737394106
2024-08-09 04:00:00,AAPL,212.1,216.78,211.97,216.24,42201646.0,0.013735877361586546
2024-08-12 04:00:00,AAPL,216.07,219.5099,215.6,217.53,38028092.0,0.005965593784683643
2024-08-13 04:00:00,AAPL,219.01,221.89,219.01,221.27,44155331.0,0.01719303084632018
2024-08-14 04:00:00,AAPL,220.57,223.03,219.7,221.72,41960574.0,0.002033714466488812
2024-08-15 04:00:00,AAPL,224.6,225.35,222.76,224.72,46414013.0,0.013530579108785856
2024-08-16 04:00:00,AAPL,223.92,226.8271,223.6501,226.05,44340240.0,0.005918476326094657
2024-08-19 04:00:00,AAPL,225.72,225.99,223.04,225.89,40687813.0,-0.0007078080070781478
2024-08-20 04:00:00,AAPL,225.77,227.17,225.45,226.51,30299033.0,0.002744698747177754
2024-08-21 04:00:00,AAPL,226.52,227.98,225.05,226.4,34765480.0,-0.0004856297735198467
2024-08-22 04:00:00,AAPL,227.79,228.34,223.9,224.53,43695321.0,-0.008259717314487602
2024-08-23 04:00:00,AAPL,225.6589,228.22,224.33,226.84,38677250.0,0.010288157484523275
2024-08-26 04:00:00,AAPL,226.76,227.28,223.8905,227.18,30602208.0,0.0014988538176687882
2024-08-27 04:00:00,AAPL,225.995,228.85,224.89,228.03,35934559.0,0.003741526542829554
2024-08-28 04:00:00,AAPL,227.92,229.86,225.68,226.49,38052167.0,-0.006753497346840276
2024-08-29 04:00:00,AAPL,230.1,232.92,228.88,229.79,51906297.0,0.014570179698882857
2024-08-30 04:00:00,AAPL,230.19,230.4,227.48,229.0,52990770.0,-0.003437921580573544
2024-09-03 04:00:00,AAPL,228.55,229.0,221.17,222.77,50190574.0,-0.027205240174672407
2024-09-04 04:00:00,AAPL,221.66,221.78,217.48,220.85,43840196.0,-0.008618754769493253
2024-09-05 04:00:00,AAPL,221.625,225.48,221.52,222.38,36615398.0,0.0069277790355444235
2024-09-06 04:00:00,AAPL,223.95,225.24,219.77,220.82,48423011.0,-0.007015019336271244
2024-09-09 04:00:00,AAPL,220.82,221.27,216.71,220.91,67179965.0,0.0004075717779186139
2024-09-10 04:00:00,AAPL,218.92,221.48,216.73,220.11,51591033.0,-0.003621384274138717
2024-09-11 04:00:00,AAPL,221.455,223.09,217.89,222.66,44587072.0,0.011585116532642603
2024-09-12 04:00:00,AAPL,222.5,223.55,219.82,222.77,37498225.0,0.0004940267672686183
2024-09-13 04:00:00,AAPL,223.58,224.04,221.91,222.5,36766619.0,-0.0012120123894600043
2024-09-16 04:00:00,AAPL,216.54,217.22,213.92,216.32,59357427.0,-0.027775280898876487
2024-09-17 04:00:00,AAPL,215.75,216.9,214.5,216.79,45519339.0,0.0021727071005916976
2024-09-18 04:00:00,AAPL,217.55,222.71,217.54,220.69,59894928.0,0.01798975967526184
2024-09-19 04:00:00,AAPL,224.99,229.82,224.63,228.87,66781315.0,0.03706556708505149
2024-09-20 04:00:00,AAPL,229.97,233.09,227.62,228.2,318679888.0,-0.0029274260497226257
2024-09-23 04:00:00,AAPL,227.34,229.45,225.81,226.47,54146023.0,-0.007581069237510896
2024-09-24 04:00:00,AAPL,228.645,229.35,225.73,227.37,43556068.0,0.003974036296198191
2024-09-25 04:00:00,AAPL,224.93,227.29,224.02,226.37,42308715.0,-0.004398117605664775
2024-09-26 04:00:00,AAPL,227.3,228.5,225.41,227.52,36636707.0,0.005080178468878316
2024-09-27 04:00:00,AAPL,228.46,229.52,227.3,227.79,34025967.0,0.0011867088607593335
2024-09-30 04:00:00,AAPL,230.04,233.0,229.65,233.0,54793391.0,0.022871943456692634
2024-10-01 04:00:00,AAPL,229.52,229.65,223.74,226.21,63285048.0,-0.02914163090128752
2024-10-02 04:00:00,AAPL,225.89,227.37,223.02,226.78,32880605.0,0.0025197825029839027
2024-10-03 04:00:00,AAPL,225.14,226.805,223.32,225.67,34044158.0,-0.004894611517770597
2024-10-04 04:00:00,AAPL,227.9,228.0,224.13,226.8,37345098.0,0.005007311561129102
2024-10-07 04:00:00,AAPL,224.5,225.69,221.33,221.69,39505354.0,-0.02253086419753092
2024-10-08 04:00:00,AAPL,224.3,225.98,223.25,225.77,31855693.0,0.018404077766250193
2024-10-09 04:00:00,AAPL,225.23,229.75,224.83,229.54,33591091.0,0.01669840988616733
2024-10-10 04:00:00,AAPL,227.78,229.5,227.17,229.04,28183544.0,-0.002178269582643555
2024-10-11 04:00:00,AAPL,229.3,229.41,227.34,227.55,31759188.0,-0.006505413901501833
2024-10-14 04:00:00,AAPL,228.7,231.73,228.6,231.3,39882085.0,0.016479894528675043
2024-10-15 04:00:00,AAPL,233.61,237.49,232.37,233.85,64751367.0,0.011024643320363126
2024-10-16 04:00:00,AAPL,231.6,232.12,229.84,231.78,34082240.0,-0.008851828094932568
2024-10-17 04:00:00,AAPL,233.43,233.85,230.52,232.15,32993810.0,0.0015963413581845387
2024-10-18 04:00:00,AAPL,236.18,236.18,234.01,235.0,46431472.0,0.012276545337066569
2024-10-21 04:00:00,AAPL,234.45,236.85,234.45,236.48,36254470.0,0.006297872340425448
2024-10-22 04:00:00,AAPL,233.885,236.22,232.6,235.86,38846578.0,-0.0026217861975641465
2024-10-23 04:00:00,AAPL,234.08,235.144,227.76,230.76,52286979.0,-0.021622996692953533
2024-10-24 04:00:00,AAPL,229.98,230.82,228.41,230.57,31109503.0,-0.0008233662679840714
2024-10-25 04:00:00,AAPL,229.74,233.22,229.57,231.41,38802304.0,0.0036431452487313276
2024-10-28 04:00:00,AAPL,233.32,234.73,232.55,233.4,36087134.0,0.00859945551186203
2024-10-29 04:00:00,AAPL,233.1,234.325,232.32,233.67,35417247.0,0.0011568123393315144
2024-10-30 04:00:00,AAPL,232.61,233.47,229.55,230.1,47070907.0,-0.015277956091924505
2024-10-31 04:00:00,AAPL,229.34,229.83,225.37,225.91,64370086.0,-0.018209474141677506
2024-11-01 04:00:00,AAPL,220.965,225.35,220.27,222.91,65276741.0,-0.01327962462927712
2024-11-04 05:00:00,AAPL,220.99,222.79,219.71,222.01,44944468.0,-0.004037503925351071
2024-11-05 05:00:00,AAPL,221.795,223.95,221.14,223.45,28111338.0,0.006486194315571403
2024-11-06 05:00:00,AAPL,222.61,226.065,221.19,222.72,54561121.0,-0.0032669501006936663
2024-11-07 05:00:00,AAPL,224.625,227.875,224.57,227.48,42137691.0,0.021372126436781658
2024-11-08 05:00:00,AAPL,227.17,228.66,226.405,226.96,38328824.0,-0.0022859152452961995
